name,description,logo_url,url
National Assembly,"The legislative authority of the Republic is derived from the people. Parliament may consider and pass amendments to the Constitution, Parliament shall protect this Constitution and promote the democratic governance of the Republic.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Parliament-Logo.png,http://www.parliament.go.ke/
National Authority For The Campaign Against Alcohol And Drug Abuse (NACADA),Access NACADA online services on the campaign against alcohol and drug abuse,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NACADA-logo.png,https://nacada.ecitizen.go.ke/
National Biosafety Authority,"The National Biosafety Authority (NBA) was established by the Biosafety Act No. 2 of 2009 to exercise general supervision and control over the transfer, handling and use of genetically modified organisms (GMOs). GMOs are products of Modern Biotechnology that involve the manipulation of the genetic material of organisms through genetic engineering procedures.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/logonba.png,https://nba.ecitizen.go.ke/
National Cereals and Produce Board,"National Cereals and Produce Board (NCPB) is a commercial State Corporation under the Ministry of Agriculture, Livestock, Fisheries and Cooperatives. The Board’s mandate is to provide logistics support services to the government on food security matters and to carry out market intervention for grains and farm inputs on behalf of the government.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ncpb-logo-1.jpg,https://ncpb.ecitizen.go.ke/
National Cereals and Produce Board (NCPB),"National Cereals and Produce Board: To promote food production, trade in agricultural products and provide premier warehousing.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCPB-logo.jpeg,https://ncpb.co.ke/
National Cohesion and Integration Commission,"The National Cohesion and Integration Commission complaints management system is a platform meant to streamline the reporting and handling of hate speech, ethnic contempt, ethnic discrimination in employment, and other related offenses.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCIC-logo.jpg, https://cohesion.go.ke
National Commission for Science Technology and Innovation,"The National Commission for Science, Technology and Innovation (NACOSTI) is a state corporation established under the Science, Technology and Innovation Act, 2013 (Revised 2014).  The mandate of the Commission is to regulate and assure quality in the science, technology and innovation sector and advise the Government in matters related thereto",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NACOSTI-Logo.jpg,https://nacosti.ecitizen.go.ke/
National Construction Authority (NCA),"Dedicated platform for Registration of Contractors, Projects and Skilled Workers, Among Other Services",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCA-logo.jpg,https://nca.go.ke/
National Council for Law Reporting (Kenya Law),"The mandate of Kenya Law is to publish the judicial opinions of the superior courts of Kenya i.e. the Supreme Court, Court of Appeal and the High Court. NCLR is the designated publisher of the Kenya Law Reports.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Kenya-Law-logo.jpg,https://kenyalaw.ecitizen.go.ke/
National Council for Nomadic Education in Kenya (NACONEK),"National Council for Nomadic Education in Kenya (NACONEK) works to improve education access and quality in marginalized areas of Kenya. They develop policies, secure resources, coordinate efforts with other organizations, and set standards specifically suited to the needs of these communities",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NACONEK-Logo.jpeg,https://naconek.ke/
National Council for Persons with Disabilities(NCPWD),To promote and protect equalization of opportunities and realization of human rights for PWDs to live descent livelihoods.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCPWD-Logo.jpg,http://ncpwd.ecitizen.go.ke/
National Crime Research Centre,"The National Crime Research Centre (NCRC) is a State Corporation
under The Ministry of Interior and National Administration established
by an Act of Parliament, the National Crime Research Act 1997 CAP 62
Laws of Kenya. The Centre is mandated to carry out research into the
causes of crime, its prevention and to disseminate the research findings
and recommendations to Government Agencies concerned with the
administration of criminal justice, NCRC’s stakeholders and the public",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/National-Crime-logo.png, https://www.crimeresearch.go.ke/
National Defence University of Kenya,"NDU-K was established under Section 24 of the Universities Education Act, 2012 on 27 May 2021. The University offers specialized certificates, diplomas and degrees in areas related to Defence and security, as well as other dimensions of security. The University is based at Lanet, Nakuru County",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Logo-English.jpg,https://ndu.ecitizen.go.ke/
National Drought Management Authority,To provide leadership and coordination of Kenya's effort in the management of drought risks and enhancing adaptation to climate change,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Drought-management-logo.jpg,https://www.ndma.go.ke
National Employment Authority,"The National Employment Authority (NEA) provides for a comprehensive institutional framework for employment management; enhancement of employment promotion interventions; and increasing access to employment by the youth, minorities and marginalized groups",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/National-Employment-Authority-logo.jpg,https://neaims.go.ke/login.aspx
National Environment Trust Fund,"We are a state corporation under the Ministry of Environment, Climate Change and Forestry mandated to mobilize, avail and manage resources for sustainable Environmental management in Kenya.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NETFUND-High-Resolution-logo-final.png,https://www.netfund.go.ke/
National Environmental Complaints Committee (NECC),"The National Environmental Complaints Committee (NECC) is established under Sections 31 to 36 of the Environmental Management and Co-ordination Act of 1999. Its mandate is to investigate allegations or complaints regarding the condition of the environment in Kenya, or on its own motion, suspected cases of environmental degradation. It is also mandated to undertake public interest litigation on behalf of the citizens in environmental matters.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/National-Envi-logo.jpg,https://www.necc.go.ke
National Environmental Management Authority,Apply for Permits and Licenses issued by National Environment Management Authority.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-national-environmental-management-authority.jpg,https://nema.ecitizen.go.ke/
National Gender And Equality Commission,"To promote and ensure gender equality, principles of equality and non-discrimination for all personsin Kenya as provided for in the Constitution of Kenya 2010 with a focus on the following special interest groups (SIGs): Women, persons with disability, Children, youth,older members of the society, minority and marginalised groups",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/National-Gender-and-Equality-Comission.jpeg,https://www.ngeckenya.org
National Government Constituency Development Fund,"The National Government Constituencies Development Fund (NG‐CDF) is established under the NG‐CDF
Act, 2015 (as amended in 2016).
The Fund is established with the primary objective of addressing poverty at the grassroots level and to
provide for sustainable development in all parts of the Republic pursuant to Article 10 (2) (d) of the
Constitution, by dedicating a minimum of 2.5% of the National Government Share of revenue towards
projects identified by constituencies.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/CDF-logo.jpg,https://ngcdf.go.ke/
National Health Insurance Fund (NHIF),"To enhance equitable and sustainable health and wellbeing of our community, cushioning them from financial hardship.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NHIF-logo.jpg,https://registeronline.nhif.or.ke
National Housing Development Fund,The National Housing Development Fund is a government initiative aimed at facilitating affordable housing for Kenyan citizens.,/en/images/ico-mcda-default.svg,https://www.bomayangu.go.ke/
National Industrial Training Authority,The National Industrial Training Authority (NITA) is a state corporation established under the Industrial Training (Amendment) Act of 2011.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-national-industrial-training-authority.png,https://nita.ecitizen.go.ke/
National Irrigation Authority,Provide and coordinate Sustainable Development and Management of irrigation services in Kenya,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Irrigation-logo.png,https://irrigation.ecitizen.go.ke
National Museums of Kenya,"National Museums of Kenya (NMK) is a state corporation established by an Act of Parliament, the Museums and Heritage Act 2006. NMK is a multi-disciplinary institution whose role is to collect, preserve, study, document and present Kenya’s past and present cultural and natural heritage",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/logo.png,https://nmk.ecitizen.go.ke/
National Police Service,"Providing professional, people-centric services through upholding the rule of law for a safe society",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NPS-Logo.jpeg,https://nps.ecitizen.go.ke/
National Police Service Commission,National Police Service Commission offers job listings and internship opportunities for Citizens to the Police Service and Secretariat,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NPSC-Logo.png,https://services.npsc.go.ke/recruitment/Auth/login.php
National Quality Control Laboratories,"The examination and testing of drugs and any material or substance from or with which and the manner in which drugs may be manufactured, processed or treated and ensuring the quality control of drugs and medicinal substances;",/en/images/ico-mcda-default.svg,https://http://nqcl.go.ke
National Registration Bureau,"The Department of National Registration Bureau was established in 1978 to implement the Registration of Persons Act, Cap 107, laws of Kenya. The Act provides for mandatory identification, registration and issuance of identity cards to all persons who are citizens of Kenya and who have attained the age of eighteen years or over.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/nrb-kenya-1.jpg,https://nrb.ecitizen.go.ke/
National Research Fund,"The National Research Fund (NRF) is a Semi-Autonomous Government Agency established under the Science Technology and Innovation (ST&amp;I) Act No. 28, Section 32 of 2013. Its mandate is to mobilize, allocate, and manage financial resources to facilitate an effective national innovation system that would create required knowledge and innovations in all fields of Science and Technology for the growing economy.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NRF-LOGO.png,https://www.nrf.go.ke/
National Social Security Fund(NSSF),The National Social Security Fund is a State Corporation that offers social protection to all workers in Kenya. The Fund provides social security protection to workers in the formal and informal sectors.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NSSF-1.jpeg,https://nssfdigital.enssf.co.ke/home.payment
National Spinal Injury Referral Hospital,"To provide acute medical intervention, rehabilitation services, reintegration and follow up of persons with spinal cord injury, and to offer promotive and preventive health services",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Spinal-Hospital.jpeg,https://www.nsirh.or.ke
National Transport And Safety Authority (NTSA) (New),"Dedicated platform for Application and Renewal of Driving Licence, Driving School Management and PSV related services",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/2023/05/agency-national-transport-and-safety-authority.png,https://serviceportal.ntsa.go.ke/dashboard
National Transport And Safety Authority (NTSA) (Old),"National Transport and Safety Authority Act (NTSA) is a statutory body established by the National Transport and Safety Authority Act (2012) to bring about sanity in our roads. To this end, NTSA, brings together under one roof the functions of Motor Vehicle Registration, Transport Licensing and Motor Vehicle Inspection, Road Safety, Driver Testing and some extent Traffic Law enhancement",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NTSA.png,https://ntsa.ecitizen.go.ke/
National Treasury - Pensions Department,"Pensions Department mandate is Administration and payment of pensions, death gratuities and other retirement benefits to eligible public officers and dependants; operationalization of public sector pension laws and advice on public pension policy.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://pensionselfregistration.treasury.go.ke
National Water Harvesting and Storage Authority,"The NWHSA’s aim is to ensure that Kenya is self-sufficient and secure in terms of
water and food security through development of water infrastructure for storage,
irrigation and flood control",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NWHSA-Logo-Png.png,https://waterauthority.go.ke/
National Youth Service(NYS),"Its mandate is to achieve social inclusion by recruiting youth and people with disability, vulnerable and marginalized youth, female recruits, undertake socio-economic tasks of national importance, equips the youth with skills that can help them secure employment or be self-employed and increase job and training opportunities while enhancing revenue generation for the sustainability of the Service.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NYS_Logo.jpg,https://nys.ecitizen.go.ke/
New Kenya Planters Cooperative Union,To provide farmers with affordable and sustainable services along the coffee value chain.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/KPCU-Logo.jpeg,https://portal.newkpcuplc.go.ke/Identity/Account/Login
North Rift Valley Water Works Development Agency,"The Mandate of NRVWWDA is to undertake the development, maintenance and management of national public water works within its area of jurisdiction as provided in the Water Act 2016. NRVWWDA operations are also guided by various other legislations among them; Constitution of Kenya 2010, State Corporations Act 2012, Environmental Management and Coordination Act 1999, among others. NRVWWDA’s region covers the Counties of Uasin Gishu, West Pokot, Turkana and Elgeyo Marakwet.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/North-rift-water-logo.jpeg,https://nrvwwda.go.ke
Numerical Machining Complex (NMC),"Numerical Machining Complex (NMC) is a public company owned by Kenya Railways (49%) and Kenya Shipyard Limited (51%). It specializes in mechanical engineering, offering modern facilities and skilled staff for machinery design, manufacturing, and various processes such as machining, fabrication, foundry works, heat treatment, and metallurgical analysis.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-logo.png,https://nmc.ecitizen.go.ke/
Nursing Council Of Kenya,"Access NCK regulatory services for nursing and midwifery students, practitioners, training institutions, CPD providers, health facilities and others here.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NCK-Logo.png,https://osp.nckenya.com
Nyayo Tea Zones Development Corporation,The Corporation promotes forest conservation by providing buffer zones of tea and assorted tree species to check human encroachment into the forestland,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/NTZDC-Logo-e1644088472321-600x343-1.png,https://teazones.co.ke/e-shop/
Nzoia Sugar Company,Our  mandate is to manufacture sugar and co-products from sugarcane and establish and manage sugarcane plantations,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Nzoia-Sugar.jpeg,https://nzoiasugar.ecitizen.go.ke/
Office Of The Data Protection Commissioner,"Protect personal data in Kenya through compliance, enforcement, public awareness and institutional capacity development",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ODPC-LOGO.png,http://dataportal.odpc.go.ke/
Office of the Registrar of Political Parties,"The Office of the Registrar of Political Parties is committed to promote the realization of political rights through registration and regulation of political parties in Kenya.
You can now register a political party, verify your political party membership status, join a political party of choice and resign from a political party in a simple and secure way online.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ORPP.jpg,https://accounts.ecitizen.go.ke/en//oauth/authorize?client_id=8d3b802aeb70dfad6910ac802370af97&redirect_uri=https://ippms.orpp.or.ke/ecitizen/signin&response_type=code&scope=openId&state=2ed5a183-1bb9-474f-a71f-62a808979e6b&code_challenge=r0gsouovToqh4vWfNaFSknOYzIsO5qz5q4vnxP9LHQ4&code_challenge_method=S256'
Open University of Kenya,"To provide affordable, flexible, quality learning experiences which enable individual acquisition of knowledge, skills and values in learners chosen fields of study; nurturing them into innovative researchers, leaders, entrepreneurs and global citizens",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Open-Logo.png,https://ouk.ac.ke/
P C Kinyanjui Technical Training Institute,To produce innovative and industrious graduates with relevant technological knowledge and skills to fit in the labour market both locally and globally.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PC-Kinyanjui-Logo.jpg,https://kinyanjuitechnical.ac.ke/
Pest Control Products Board,"To provide effective and scientific evidence-based regulatory service and facilitate trade in pest control products in the manufacture, distribution, sale, use and disposal to ensure safety of humans, animals and the environment for a healthy and wealthy nation",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PCPB-Logo_JPEG.jpg,https://pcpb.ecitizen.go.ke/
Pharmacy And Poisons Board,The Board regulates the Practice of Pharmacy and the Manufacture and Trade in drugs and poisons.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PHARMACY-LOGO.png,https://prims.pharmacyboardkenya.org/
Physiotherapy Council of Kenya,To have competent and ethical physiotherapy practitioners that are responsive to local and global health need,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PCK-logo.jpg,https://pck.ecitizen.go.ke/
Policyholders Compensation Fund,"Policyholders Compensation Fund (PCF) is a State Corporation under the National Treasury and Economic Planning that is established under Section 179 of the Insurance Act (CAP 487, Laws of Kenya) and operationalized through the Legal Notice No. 105 of 2004. The Fund was established for the primary purpose of providing compensation to claimants of an insurer that has been put under statutory management or whose license has been cancelled and for the secondary purpose of increasing the general public’s confidence in the insurance sector.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PCF-logo.png,https://www.pcf.go.ke/
Power of Mercy Advisory Committee (POMAC),To access end-to-end petition application for mercy,/en/images/ico-mcda-default.svg,https://epmis.powerofmercy.go.ke/
Private Security Regulatory Authority,The PSRA is a State Corporation whose mandate is to provide for a framework of regulation of the Private security Services industry and to provide a forum of cooperation between the Private Security Service industry and State Security Agencies.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PSRA-logo.png,https://psra.ecitizen.go.ke/
Privatization Commission,To unlock the potential of public enterprises by implementing the Privatization Programme through well-designed strategies to achieve desired national objectives,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PC-Logo.jpg,https://www.pc.go.ke/
Public Procurement Regulatory Authority,The Public Procurement Regulatory Authority (PPRA) is a Kenyan government agency responsible for regulating and overseeing public procurement and asset disposal processes.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PPRA-logo.png,https://ppra.ecitizen.go.ke/
Public Sector Accounting Standards Board,"The Public Sector Accounting Standards Board (PSASB) was established and constituted in accordance to sections 192 and 193 of the PFM Act, 2012 through a Gazette Notice No. 1199 of 28th February 2014.
The purpose or mandate of the Board can be summarised as follows:
Set generally accepted accounting and financial standards for the Public Sector.
Prescribe and pronounce generally accepted internal auditing standards.
Mainstreaming of best practices for good governance, internal controls and risk management in the Public Sector.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PSASB-Logo.png,https://www.psasb.go.ke
Public Service Commission,To Reform and Transform the Public Service for Efficient and Effective Service Delivery,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/psc-logo.jpg,https://psc.ecitizen.go.ke/
Public Service Superannuation Scheme,"Platform for members of the Public Service Superannuation Scheme (PSSS)
to view their retirement benefits statements. Members of the PSSS
contributory pension scheme comprise of Civil Servants, Teachers employed
by Teachers Service Commission and the Disciplined Services Personnel
(National Police Service, Kenya Prisons Service and National Youth Service)",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/PSC-logo.png,https://www.treasury.go.ke/public-service-superannuation-scheme/
Public Trustee,"The Public Trustee is a Department within the Office of the Attorney General established by the Public Trustee Act cap 168 of the laws of Kenya. The Public Trustee administers estates and trusts thereby promoting the rights of widows, widowers, orphans, people living with mental disability and other persons who are incapable of taking decisions by virtue of age or infirmity.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://publictrustee.ecitizen.go.ke/
Pwani University,A world class university in social-economic and technological advancement,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/pwani-university-logo1.png,https://www.pu.ac.ke/
Pyrethrum Processing Company of Kenya,"The Pyrethrum Industry in Kenya was regulated by the Pyrethrum Amendment Ordinance of 1938, which created the Pyrethrum Board of Kenya (PBK) which merged with the Pyrethrum Marketing Board to form one body. In partnership with Mitchell Cotts and the Commonwealth Development Corporation, PBK established the Pyrethrum Processing Company of Kenya in 1963.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ppck-logo.jpg,https://ppck.ecitizen.go.ke/
Railway Training Institute,To provide education and Training for Transport and Logistics Sector,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/RTI-logo.jpg,https://www.rti.ac.ke/
Registrar College Of Arms,"The College of Arms section is under the Registrar General Department and derives its mandate from the College of Arms Act, Cap 98, Laws of Kenya. The mandate of the section is to register and grant Coat of Arms, register foreign Coat of Arms and register other armorial bearings including but not limited to flags, crests, seals, emblems, badges, uniforms, ceremonial gowns and Mace.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-logo.png,https://coatofarms.ecitizen.go.ke/
Registrar Of Cooperative Societies,The Registrar of Cooperative Societies of Kenya oversees the registration and regulation of cooperative societies in the country.,/en/images/ico-mcda-default.svg,https://ushirika.go.ke/
Registrar Of Marriages,Utilize OAG's online services for efficient marriage registration and other legal services.,/en/images/ico-mcda-default.svg,https://oag.ecitizen.go.ke/dashboard
Registrar Of Societies,The Registrar of Societies provides diverse digital services for efficient registration processes.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://societies.ecitizen.go.ke/
Registrar of Sports,"Responsible for regulating sports organizations, professional sports bodies and professional sports persons",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/MOW-logo.png,https://sportsheritage.ecitizen.go.ke/
Retirement Benefits Authority (RBA),"Retirement Benefits Authority (RBA) is a regulatory body under the National Treasury, established under Retirement Benefits Act.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-retirement-benefits-authority-rba.png,https://www.rba.go.ke/
Rift Valley Technical Training Institute,"Rift Valley Technical Training institute is a public technical training institute located in the highland city of Eldoret, Kenya. It is one of the Technical Training Institutes in Kenya. The institution offers Artisan, Craft, Diploma and Higher Diploma Courses with bias to practical industrial applications",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/RVTTI-LOGO_Ecitizen.png,https://rvti.ac.ke/new/
Rivatex East Africa Limited,"Rivatex is committed to providing quality products and services to achieve sustained, profitable growth by offering services and products which consistently satisfy the needs and expectations of its customers.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/rivatex-logo.jpeg,https://rivatex.ecitizen.go.ke/
Rongo University,"To provide quality and innovative higher education through teaching, research and community service",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Rongo-Logo.jpeg,https://www.rongovarsity.ac.ke/
Rural Electrification And Renewable Energy Corporation(REREC),To provide sustainable energy solutions for all through rural electrification and renewable energy for social economic transformation.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/REREC-logo.jpg,https://www.rerec.co.ke/index.php
Sacco Societies Regulatory Authority (SASRA),Access SASRA's online services for Licensed and Authorized SACCOs,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Sasra-1.png,https://www.sasra.go.ke/
Siaya Institute of Technology,"Siaya Institute of Technology is a Technical Training
Institute of Science and Technology (TVET-IST) located in Siaya Town,
Next to Siaya Medical Center, about 200 metres from The Siaya County
Referral Hospital, along Siaya-Rang'ala Road, in Siaya County, Nyanza
Region, Kenya.
We offer practical industry-based courses examined by various bodies
such as TVET-CDACC, NITA, KNEC, KASNEB and our admission series runs
annually in the months of January, May and September respectively.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/SIT_Official_Logo.png,https://siayainstitute.ac.ke
Social Health Authority(SHA),"The Social Health Authority (SHA) is a State corporation under the Government of Kenya responsible for the provision and management of public health insurance within the Republic of Kenya.The core mandate of the SHA is to provide accessible, affordable, sustainable, and quality health insurance for all Kenyan citizens and, where applicable, foreign residents.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/SHA-logo.png,https://sha.go.ke/
Sony Sugar,"Sony Sugar provides a range of services tailored to support our diverse clients including farmers, suppliers and contractors on this platform",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Sony_Sugar.jpeg,http://pda.sonysugar.co.ke/farmers
South Eastern Kenya University,"The core mandate of the University is research, teaching and learning, community service, innovation and commercialization.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/SEKU-logo.jpeg,https://portal.seku.ac.ke/
Special Economic Zones Authority,"SEZA is responsible for attracting, facilitating and retaining domestic and foreign direct investments in Special Economic Zones (SEZs). The Authority serves as the regulator of both public and private SEZs in Kenya and exists to create an enabling environment for investors through the development of integrated infrastructure facilities, as well as the creation of incentives that eliminate the barriers to doing business in Eastern Africa’s most vibrant economic hub",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/SEZA-LOGO2-1.png,https://seza.ecitizen.go.ke/
Sports Arts and Social Development Fund,"The Sports, Arts and Social Development Fund (SASDF) is established under the Public Finance Management (Sports, Arts and Social Development Fund) Regulations, 2018. The mandate of the Fund is to provide funding to support the development and promotion of sports and arts, and the promotion of social development including universal health-care",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Sports-Fund.jpg,https://sasdef.go.ke/
Sports Kenya,"Sports Kenya is a corporate body under the Ministry of Youth Affairs, Sports
and the Arts established by the Sports Act 2013 with the mandate of
harnessing sports development, encouraging and promoting drug free sports
and recreation, providing for establishment of sports institutions facilities,
administration and management of sports in the country and for connected
purposes.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Sports-Kenya.jpg,https://bd.sportskenya.org/
State Department For Agriculture,"The State Department of Agriculture, often a pivotal agency in each state's government, oversees policies and programs related to agriculture, farming, and rural development. Its primary role includes promoting agricultural productivity, ensuring food safety, supporting rural communities, and managing natural resources. Additionally, it may administer regulations, provide assistance to farmers, conduct research, and facilitate international trade related to agriculture.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Agriculture.jpeg,https://kilimo.go.ke/
State Department For Diaspora Affairs,"To champion the welfare, rights and interests of the Kenyans in the diaspora enabling them to make competitive contributions towards national development.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/official_logo_sdda.png,https://platform.diaspora.go.ke/
State Department For Foreign Affairs,"The Fourth Schedule of the Constitution of Kenya identifies Foreign Affairs and Foreign Policy as a function of the National Government. The broad mandate of the Ministry for Foreign and Diaspora Affairs is to manage Kenya’s Foreign Policy. Currently, the Ministry oversees 65 Diplomatic Missions Abroad, 2 Missions in Nairobi and 31 Honorary Consuls spread across the globe.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/mda-logo-png.png,https://mfa.ecitizen.go.ke/
State Department For Public Works,"The State Department for Public Works is charged with the responsibility of Planning,
Environment and Infrastructure Development. The State Department achieves and maintains
excellence in the construction and maintenance of Public buildings and other public works.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/State-Department-for-Public-Works-LOGO-1-scaled.jpg,https://publicworks.go.ke/
State Department for Energy,The State Department of Energy aims to develop and implement policies that create an enabling environment for efficient operation and growth of Kenya’s energy sector. The Ministry sets strategic directions to facilitate the growth of the sector while providing long term vision for all sector players.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Energy-Logo.jpeg,https://energy.ecitizen.go.ke/
State Department for Irrigation,"The State Department for Irrigation was established through Executive Order No. 1 of 2023 on Organization of the Government of the Republic of Kenya. The overall mandate of the state department for irrigation is to undertake irrigation development, water harvesting and storage for irrigation and land reclamation",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://irrigationkenya.ecitizen.go.ke/
State Department for Mining,"The mandate of the State Department includes the development of mining and mining policies, Inventory and Mapping of mineral resources and building capacity for effective management of programmes and projects in the mining sector",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Screenshot-2025-11-04-at-07.50.05.png,https://portal.miningcadastre.go.ke/site/Login.aspx?PageID=d7b17301-a708-4574-bbcd-0e357550db18
State Department for Social Protection,"The mandate of the agency is coordinate community empowerment and promote the rights and welfare of vulnerable persons, as a fundamental part of national development through provision of child and social protection services.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/court-of-arm.jpg,https://www.socialprotection.go.ke/
Supplies Branch,"Supplies Branch is a department under the State Department for Public Works whose
mandate is to develop term contracts for common user items on behalf of Ministries,
Departments and all public institutions including schools and agencies.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Supplies-branch-image.png,https://suppliesbranch.go.ke/
TOURISM RESEARCH INSTITUTE,The object and purpose of TRI are stated in Tourism Act No. 28 of 2011. The Act states that; TRI will undertake and co-ordinate tourism research and analysis in accordance with its provisions. This will ensure that the research and knowledge gaps that exist in the sector are adequately addressed in line with the mandate of the Institute.,https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tourism-Research-logo.jpg,https://tri.go.ke/
Taita Taveta University,"Offering quality education, training, research, and outreach programs to empower communities for the improvement of their social well-being while assuring environmental sustainability.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/ttu-logo-1.jpg,https://www.ttu.ac.ke/
Tana and Athi Rivers Development Authority,"The Tana and Athi Rivers Development Authority (TARDA) is a State Corporation established under the Tana and Athi Rivers Development Act, CAP 443 of 1974. Its core mandate is to plan, coordinate, and implement integrated programs and projects that optimize the use of land and water resources within the Tana and Athi river basins, with the ultimate goal of empowering local communities and fostering regional development",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/Tarda-Logo.jpeg,https://tarda.ecitizen.go.ke/
Tanathi Water Work Development Agency,"Tanathi Water Works Development Agency (TAWWDA) is a State Corporation within the Ministry of Water, Sanitation and Irrigation. The Agency develops water and sewerage infrastructure on behalf of national government in its area of jurisdiction",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/logo.jpg,https://tanathi.go.ke/wp/
Tea Board Of Kenya,"Access Tea Board of Kenya's online services for regulation, coordination, and promotion of tea industry development.",https://demoadmin.ecitizen.pesaflow.com/assets/uploads/agency-tea-board-of-kenya.jpg,https://imis.teaboard.or.ke/
